category,zulu_news
sports,"Ukusabela kukaKylian Mbappe kwi-freekick kaNeymar U-Neymar ubonakala ethatha ikhonsathi yamahhala ngaphandle kwebhokisi lesigwebo uliyishaya kahle phezulu ekhoneni elingakwesokunxele komgomo.Umgcini wegoli akazange ahambe azama ukusindisa ibhola.
"
sports,"USergio Garcia: URory McIlroy 'ukuntuleka kokuvuthwa' UMcIlroy, 33, uhlanganyele noGarcia eRyder Cup futhi wasebenza njengomkhwenyana emshadweni wakhe e-2017. McIlroy, nokho, utshele i-Irish Independent ukuthi wahlukunyezwa ukuthi uGarcia wamthumela umbhalo ngonyaka owedlule e-US Open ""ngokuyisisekelo engitshela ukuthi ngivale nge-LIV, blah, blah, blah.""
"
sports,"""Gubha ukunqoba kwe-India kwi-Delhi Test ': Amaqhawe e--83 World Cup abamba lapho ukapteni kaKapil Dev ehlala khona ehlanganyela isithombe, uSunil Gavaskar wabhala, ""Kuhle ukubamba nabafana baseDelhi beqembu le-83 World Cup ekhaya likakapil. Ukugubha ukunqoba kwe-India kwi-Delhi Test. Isidlo sakusihlwa esihle, izingxoxo ezinhle kanye nobusuku obuhle.""
"
sports,"I-Australia T20 skipper u-Aaron Finch uyiyeke ikhilikithi yamazwe omhlaba Isishayeli se-Top-Order sika-36 naye wawina isicoco se-Cricket World Cup ne-Australia ngendlela yama-30-over ekhaya e2015 futhi wadlala imidlalo emihlanu yama-Test kulo lonke umsebenzi wamazwe omhlaba othatha iminyaka engu-12.
"
sports,"U-Andy Murray ulondoloza amaphuzu amahlanu omdlalo ukuze afinyelele kowamanqamu we-Doha Umdlali oneminyaka engu-35 ubudala, uMurray, ufike emdlalweni wakhe wokuqala we-ATP Tour kusukela ngoJuni futhi uzobhekana nomuntu owayenguNombolo 1 uDanil Medvedev.
"
sports,"Ukusuka eShopian kuya kwi-IPL yabesifazane: ""Mayelana nenjabulo yezingane eKashmir"" kusho uJasia Akhter, ikhilikithi kuphela evela ku-J & K ku-WPL UJasia Akhter, 34, ovela esigodini saseBrari Pora eShopian ubevakashela imidlalo yendawo ngaphandle kokuveza ukuthi wayengumdlali wekhilikithi okhuthele; Umqeqeshi ukhumbula 'ubudlova nezimo ezingekho kakhulu maphakathi neminyaka yama-2000'.
"
sports,"India vs New Zealand, 2nd T20I Playing XI: Will Prithvi Shaw, Mukesh Kumar athole umdlalo IND? IND vs NZ 2nd T20 Playing 11: Indian Express iphikisana nokufakwa kukaYuzvendra Chahal noMukesh Kumar kwi-T20I yesibili.
"
sports,"'Isithombe engizosifaka endlini yami': UShamar Joseph odlala i-West Indies ngemuva kokukhetha i-wicket kaSteve Smith ebhola lokuqala kwikhilikithi yama-Test Ezalwa eBaracara, emabhange omfula iCanje eGuyana futhi atholakala kuphela ngesikebhe samahora amahlanu, uShamar wayengakaze adlale umdlalo wokuqala kuze kube ngoFebhuwari ngonyaka odlule.
"
sports,"IPSL ngeke ithinteke ukuhlaselwa kwamaphekula eKarachi: Inhloko ye-PCB uNejam Sethi Sethi uthe lemidlalo izoqhubeka njengoba ukuphepha kukaMongameli bekukhona kubadlali nezikhulu selokhu kuqale iligi.
"
sports,"'Ukuthula manje': UVirat Kohli ugxeka abagxeki ngemuva kokusebenza kukaCristiano Ronaldo ngokumelene nePSG UVerat Kohli unikeza uCristiano Ronaldo ngokumkhuthaza.
"
sports,"Ngesikhathi Ubulele: ILiverpool yashaya uNewcastle 10, uVinicius unamandla e-Real Madrid ukunqoba, iBayern iwela eGambbach ILiverpool yashaya uNewcastle 2-0 ngenkathi iBorussia Mönchengladbach ihlula i-Bayern 3-2.
"
sports,"'Bengicabanga ukuthi uzongishaya ngempela': Ukusabela kukaJake Paul ngemuva kokuqhuma kwesango likaTyson Fury Ividiyo yesigameko isidlulile igciwane lapho uFry ezenza sengathi ushaya uJake Paul.
"
sports,"ULuis Suarez uvusa ukuqhuma okukhulu, amasosha angenelela ukuqeda ukungqubuzana emgqeni ULuis Suarez wayesenkabeni yokuqhuma okukhulu ngesikhathi uGremio ewina u-Avenida owagcina edinga ibutho ukuvikela umshushisi.
"
sports,"I-FIH Hockey Olympic Qualifiers: Qondisa i-India njengoba phambili uVandana Katariya ukhiphe i-cheekbone fracture UVandana uzothathelwa indawo nguBaljeet Kaur, ngenkathi inkanyezi yendawo uNikki Pradhan uqokwe njengeSekela likakaputeni.
"
sports,"Indebe Yomhlaba Yabesifazane ye-T20: UShalali Verma noRicha Ghosh, abangabalandeli bakaTendeulkar noDhoni, bazohola i-India bedlala nePakistan Esukela ekutholeni indebe yomhlaba ye-U-19, i-India izobhekana nentsha yabo eyakhipha umoya ukuletha ezingeni eliphakeme.
"
sports,"I-PSG vs Marseille Live Streaming Imininingwane: nini futhi kuphi ukubukela? PSG vs Marseille Ligue 1 Match Namuhla Live Telecast: I-PSG ithatha iMarseille eqinisekile enokunqotshwa okukodwa kuphela emidlalweni yayo yokugcina ye-14
"
sports,"Bukela: Ukusabela kukaCristiano Ronaldo ngemuva kokuthi abalandeli bemfilimu endaweni yokudlela Ngokushesha nje lapho uRonaldo engena endaweni yokudlela ezungezwe ngabaqaphi bakhe, wonke umuntu owasendlini wakukhipha amafoni abo waqala ukuthatha izithombe noma amavidiyo.
"
sports,"UPep Guardiola, othembekile ngesikhathi sokushumayela kwemizuzu engu-20, umphathi weManchester City weza ekuvikeleni iqembu, ebuza abagxeki beqembu nokusho ukuthi uzohlala neqembu noma ngabe lubuyiselwe emuva.
"
sports,"'Ngingu-100 per cent ngikulungele ukuhamba': UCameron Green uselungiselele ukudlala e-Indore Test ngibe nokushaya kwami kokuqala cishe ezinsukwini ezine noma ezinhlanu ezedlule ngidlala nabaphosa i- pace futhi ngazizwa ngiphelele kahle, kusho uGreen.
"
sports,"IND vs AUS Live Streaming, Women's T20 World Cup 2023: nini futhi kuphi ukubukela lo mdlalo bukhoma? IND W vs AUS W Live Telecast Information: Nayi yonke imininingwane ye-IND vs AUS, Women's T20 World Cup 2023 semi-final ezodlalelwa eNingizimu Afrika namuhla.
"
sports,"Ukubuka: Fan ugijimela ensimini futhi ugqozi uRohit Sharma ngesikhathi se-ODI yesibili bedlala ne-NZ Rohit uthole amabhola angu-51 emuva kwama-50 emdlalweni ukusiza i-India inqobe ngama-wicket ayisishiyagalombili.
"
sports,"Umshayeli wase-Australia u-Usman Khawaja uphuthelwa indiza eya eNdiya ngemuva kokulibaziseka kwe-visa U-Usman Khawaja ufake i-meme edumile ezinkundleni zokuxhumana yendoda ehlezi esihlalweni sengadi ibheke emkhathini, inombhalo othi: ""Ngilinde i-Visa yami yaseNdiya efana... #stranded #dontleaveme #anytimenow.""
"
sports,"UR Ashwin ubiza uRinku Singh njengo-MS Dhoni ongakwesokunxele "" URinku Singh ukhule ngesiqu, kusukela ekubeni ngumqedi we-IPL kuye kumdlali we-T20 ohlakaniphile wase-India.
"
sports,"Steve Smith amaphuzu emuva emuva T20 ikhulu USteve Smith wabulala ibhola 66-ball 125 ukubhalisa ikhulu lakhe lesibili ngqo ku Big Bash League.
"
sports,"IND vs ENG: URajat Patidar ujoyina iqembu le-Test esikhundleni sikaVirat Kohli ochungechungeni lwase-EnglandRajat Patidar ujoyine iqembu le-Test esikhundleni sikaVirat Kohli ochungechungeni lwase-England
"
sports,"""Mbuze, wadlala nami,"" kusho uMesut Ozil ngenkathi ebuzwa ngoCristiano Ronaldo Ozil, manje ozodlala i-Istanbul Basaksehir, wanikeza impendulo enhle kakhulu, ekhonsa umlandeli ukuthi kufanele babuze uRonaldo.
"
sports,"Ukubuka: UHermanpreet Kaur, uRenuka Singh Thakur usabele ngokuthathwa ngesikhathi se-WPL endalini India skipper uHarmapreet Kaur wathengiswa kumaNdiya amaNdiya nge-1.8 crore ngenkathi uRenuka Singh Thakur eya e-RCB ngama-Rs 1.5 crore.
"
sports,"U-Chanderpaul 207 no-Brathwaite 182 bengaphansi kwe-Windies'447-6 Imvula isho ukuthi ama-overs angama-89 angenzeka ezinsukwini ezimbili zokuqala zomdlalo ngemuva kokuthi i-West Indies ikhethe ukushaya, kodwa izivakashi zasheshisa amagoli ngosuku lwesithathu.
"
sports,"URafael Nadal uhambile e-Indian Wells ngenxa yokulimala Umdlali waseSpain oneminyaka engu-36, owayengumpetha ngonyaka odlule e-Indian Wells, akazange ancintisane selokhu ehlulwa isicoco sakhe se-Australian Open ngoJanuwari ngokuhlulwa ngomzuliswano wesibili.
"
sports,"Izihloko eziningi noma ukwakhiwa okuqinile ngaphansi kwe-radar? Yisiphi isiholela esifanele kuma-Olympics Isikhathi sokugijima ekuthatheni izindondo ze-Olympic akudingeki ukuthi sinqobe konke, kepha amaNdiya athemba ukuthi i-India Open izobathola intwasahlobo esigabeni sabo eya enhlosweni yabo enkulu- Ama-Olimpiki aseParis.
"
sports,"hockey: Ukukhuphuka ngokushesha kukaBaljeet Kaur kusuka eTarn Taran kuya eqenjini laseNdiya labafanelekeli be-Olimpiki, ngosizo oluvela eqenjini langaphambili leWorld Cupper uBaljeet Kaur, ukungezwa ngemuva kweqembu laseNdiya labafanelekeli be-Hockey Olympic, kwakuphakathi kweqembu lamantombazane angenelungelo elibonwa futhi elelukelwa nguDaljit Singh Dhillon.
"
sports,"'Ukushaywa uShami': UDhinesh Karthik uthi 'ngisho no Kohli noRohit bayamzonda ukudlala kuma-nets' IND vs AUS: I-India yahlulwa i-Australia nge-innings kanye nama-runs angu-132 ezinsukwini ezintathu ze-test yokuqala ngoMgqibelo. U-Ravichandran Ashwin wathatha u-5-37 kuma-overs angu-12 njengoba i-Australia yaxoshwa ngaphambi kwetiye kwi-innings yesibili yayo ye-91, isilinganiso sayo esincane e-India.
"
sports,"Buka: URahul Dravid udlulisa kuPrithvi Shaw ukuhalalisela iqembu le-India U-19 Women's World Cup elinqobile Amalungu eqembu labesifazane abaphezulu angabonakala ememeza futhi edansa ngemuva kokunqoba komlando weqembu elingaphansi kweminyaka engu-19.
"
sports,"U-Andy Murray ugawula phansi uKokkorikakis ebusuku obukhulu Ukuphikiswa kukaMurray kubukeka lapho uKokkorikis ehola u-5-2 kwisethi yesithathu ne-Australia esengozini yokunqoba kwakhe okukhulu. Kodwa uMurray wayengeke ahambe.
"
sports,"While You Were Awakening: Haaland ushaya irekhodi lika-Aguero, iLiverpool ibiphethe ukudonsa okungenamsebenzi, I-Real Madrid ishaya iphuzu eliphansi Haaland unezinhloso eziningi kakhulu ngenkathi eyodwa yeManchester City, izifiso ezine eziphezulu zeLiverpool zanqanyulwa ngemuva kokudonsa eSelhurst Park ngokumelene neCrystal Palace, Umgomo othathiwe ka-Alvarez usiza i-Real Madrid ukuba ithole ukudonsa ngokumelene ne-Atletico Madrid
"
sports,"Kungani irekhodi lika-enzo Fernandez yaseBrithani liyingxenye ye-soap opera, ingxenye yama-cinematic futhi ingxenye yoqobo Umphumela wokuqhuma uzobe ukhulu kakhulu. Uma i-Chelsea ingahluleka, iManchester City izozwa sengathi ingahle ihlasele.
"
sports,"Lokhu akubanga ukusebenza kwethu okuhle kakhulu, uvuma ukaputeni we-India u-Harmanpreet Singh India isengakwazi ukuthola ama-quarter-final uma ishaya i-New Zealand emdlalweni wabo we-crossover ngeSonto.
"
sports,"Ngesikhathi Ulele: I-Man City ishaya iTottenham 4-2, uKrejcikova 1st ukudlulela emzuliswaneni we-4 we-Aus Open kanti iMadrid ihlasela i-Villarreal eCopa Kungumdlalo owaphakamisa isimo sengqondo kubalandeli beCity, ababethukuthele iqembu njengoba lihlehle i-2-0 ngesikhathi sesigamu. Ku-Guardiola, nokho, bekungumbono wokuthi abadlali bakhe kungenzeka balahlekelwe onqenqemeni lwabo ngemuva kwempumelelo engaka.
"
sports,"U-Asar Patel wembula ukuthiucishe agqoke ijezi ngegama lonkosikazi ngemuva ngesikhathi somdlalo we-IPL eDubai u-Asar wenza isambulo ngesikhathi sesiqephu sombukiso we-Delhi Capitals'YouTube DC Cafe, lapho yena nomkakhe uMoha baxoxwa khona muva nje.
"
sports,"Bukela: Iseshini ehlukile yokuhlasela yase-Australia 'ukuphindaphinda indlela ehlukile yokusuka ebusweni nase-bat' IND vs AUS: Umqeqeshi wase-Australia u-Andre Borovec wakhuluma ngezikhathi ezahlukene zokuhlasela i-Australia iqashe ukuphindaphinda indlela ehlukile yokusuka ebusweni nase-bat e-India.
"
sports,"UJessica Pegula wembula inkinga yezempilo kamama wakhe uKim Pegula UKim Pegula, wabhala, wangena ebhokisini kwenhliziyo ngenkathi elele futhi wathola i-CPR esisindisa ukuphila kwenye indodakazi kwaze kwafika abosizo lokuqala futhi babuyisela ukushaya kwenhliziyo yakhe.
"
sports,"India vs Afghanistan, 1st T20 edlala XI tip off: Rohit Sharma ubuyela ekuholeni, akekho Virat Kohli, Jitesh phezu Samson njengoba umgcini NeNdiya zidlala i-T20 series yabo yokugcina ngaphambi kweNdebe yoMhlaba kulo nyaka, abaphathi beqembu bazolindela ukugxila emibuthanweni ethile ebalulekile ekwakhiweni kwe-XI yabo yokuqalisa umcimbi emuva konyaka.
"
sports,"Isitayela Sezinkanyezi Sivela Enkantolo Yethenisi UFrances Tiafoe kungenzeka ukuthi ulahlekelwe ukudubula kwakhe ngokuwina i-Australian Open, kepha ukubukeka kwakhe okuxakekile ""kwe-himbo"" kumnqobile amaphuzu emfashini.
"
sports,"IBorder Gavaskar Trophy: USuryakumar Yadav uhlome kahle ukudlala ama-Test, uNathan Lyon uzolahlekelwa izimpawu zikaMitchell Starc, kusho uSachin Tendulkar Ekhuluma ngomdlali we-India we-No. 1 uVirat Kohli nokubuya kwakhe kwikhilikithi yebhola elimhlophe, uTendulkar uthe ithemba lihle iqembu ngaphambi kokubhekana ne-Test series bedlala ne-Australia.
"
sports,"IND vs AUS: UDavid Warner no-Ashton Agar babuyela eqenjini lase-Australia kwi-ODI series Esanda kulimala abadlali abangena emidlalweni emithathu uMitchell Marsh noGlenn Maxwell nabo bafakiwe eqenjini le-series yemidlalo emithathu, ezoqala eMumbai ngoMashi 17 futhi iqhubeka nemidlalo eVizag naseChennai.
"
sports,"I-BCCI imemezela umklomelo we-Rs 5 crore ngokunqoba kweqembu labesifazane i-U-19 T20 Iqembu iS Shafali Verma-eholwa yi-India U-19 liye lakwazi ukwenza lokho abantu abadala babo abangakwazi ukukwenza ngokususa isithiyo sokugcina emcimbini womhlaba jikelele.
"
sports,"I-Arsenal isethwe ukuthi iphule imakethe yebhola labesifazane lokudlulisa ibhola nge-Euros enqoba inkanyezi u-Alessia Russo Okwamanje ukusayina okubiza kakhulu emlandweni webhola labesifazane ukuthi u-England midfielder Keira Walsh, uBarcelona anikele nge-£ 400,000 eManchester City ehlobo eledlule.
"
sports,"UCheteshwar Pujara ufinyelela kuma-runs angama-20,000 futhi ujoyine uhlu olukhethekile lukaRahul Dravid, uSachin Tendulkar noSunil Gavaskar Pujara ube ngumgijimi okhuthele kwikhilikithi yaseRanji kanye nensika phakathi nendawo yeqembu lakhe lekhilikithi eNgilandi eSussex
"
sports,"India vs South Africa Highlights, 2nd Test Day 2: Indlovukazi ishaye i-SA ngamakhilikithi ayisikhombisa ukuze ikwazi ukulinganisa i-series-1-1 eKapa India vs South Africa 2nd Test Day 2 Highlights: Umsebenzi ka-Mohammed Siraj noJasprit Bumrah owaphosa kahle e-innings e-Newlands eKapa futhi ulinganise i-series yomibili i--1-1
"
sports,"UGabriel Martinelli uyavuma inkontileka entsha ne-Arsenal: Umbiko Emidlalweni ye-26 kuyo yonke imincintiswano, lo mdlali oneminyaka engu-21 ubudala useshaye imigomo eyisikhombisa futhi ubheka ukudlala indima ebalulekile esikhathini esizayo kanye nasemasimini aseGunners aya esigabeni sabo se-1st Premier League eminyakeni engu-19.
"
sports,"Njengamanje singcono kuneligi yaseFrance: UCristiano Ronaldo uthi iSaudi Pro League iphakeme kuneLigue 1 Ophambili owahola imigomo ye-54 yeqembu nezwe ngonyaka odlule, ubuzwe nohlelo lwakhe lokuthatha umhlalaphansi lapho ekhohlisa ukuthi uzolubheka eminyakeni eyi-10.
"
sports,"India vs Afghanistan, 2nd T20I, tip-off XI: UKholi ubuyile, ushaya phakathi kukaJaiswal noGill, Kuldeep for Bishnoi, UTikal misses India vs Afghanistan, tip-off XI: UVirat Kohli, ophuthelwe umdlalo wokuvula ngenxa yezizathu zomuntu siqu usethe ukubuya.
"
sports,"Ranji Trophy: UParth ulawula ukwesaba kukaSaurashtra ngo-111* kuNo 9 Tailender uhlasela ubudlelwano buka-61 nge-wicket yesishiyagalolunye no-95 nge-wicket yokugcina ngemuva kokuba iqembu lasekhaya lilwa ohlangothini olumnyama ku-148/8.
"
sports,"U-Kane uphula umkhondo weGreaves weTottenham, ubeka i-200th Premier Leaguegomo u-Kane ashaya ngomzuzu we-15 ukunika iqembu lakhe ukuhola futhi i-feat yakhe yagubha imfudumalo abalandeli be-Spurs enkundleni yezemidlalo.
"
sports,"'Ngangiphosa ama-runs angu-10-12 nsuku zonke e-NCA': URavinindra Jadeja ebuya emuva kwi-Test yokuqala ne-Australia ""Ngangikulungele futhi ngangisebenza kanzima ekuzivocavoca kwami nakumakhono ami e-NCA. Ngadlala umdlalo weqembu lokuqala (uRanji) ngemuva kwesikhathi eside futhi ngaphosa ama-overs angu-42,"" uJadeja wanezela.
"
sports,"IBorder Gavaskar Trophy: Owayengumdlali wezinkundla u-R Sridhar ukhumbula isehlakalo ngesikhathi uShardul Thakur engalaleli uRavi Shastri Ekungeneni kwi-Sydney Test uchungechunge lwalulu-1-1 konke ngemuva kokunqoba okudumile kwe-India eMelbourne kwi-Test yesibili.
"
sports,"Ukuthi uMac McClung, umdlali ongabhalisiwe owaphonswa yiqembu le-G League, waba 'ngumkhosi' we-NBA's Dunk Contest Ngempelasonto ye-NBA All-Star, uMac McClung iba ngumdlali wesibili kuphela omhlophe ukunqoba umncintiswano we- dunk
"
sports,"I-IND vs SA, 2nd Test: Ingabe u-Ashwin no-Jadeja bazodlala ndawonye? - Ingabe uMukheshwar Kumar noma u-Avesh Khan bazodlala ndawonye? - Amaphuzu amakhulu okuxoxa njengoba i-India ifuna ukubuya ekuhlulekeni okudumazayo kwi-Test yokuqala ngendlela eyomile yeCape Town engase ivumele ukudlala u-Day 3 phambili.
"
sports,"IND vs ENG: India ufaka iBazball Universe ngokukhathazeka ngokusebenza kwamathrekhi oguqula Njengoba iBazball ihlala eNdiya, ngeTest yokuqala ezokwethulwa ngoLwesine eHyderabad, zonke izinto zikhomba ukuthi kungani lolu chungechunge lungaba yinselelo enkulu eIndia.
"
sports,"Shane Warne-fan nge-quirk yakhe ye-google eqhubekayo, u-Parshavi Chopra usiza i-India yenza ama-final e-U19 World Cup ompetha Abaneminyaka eyishumi nesithupha ubudala waseGreater Noida athola ama-wicket amathathu bedlala ne-New Zealand kwi-semi-final futhi wayengumdlali womdlalo e-India yokunqoba ngama-wicket ayisishiyagalombili ePotchefstroom.
"
sports,"'Uqala ngo-150 kph kepha wehla kuye ku-138': U-Aaqib Javed empikiswaneni phakathi kuka-Umran Malik noHaris Rauf U-Umran Malik akaqeqeshiwe futhi akafanele njengoHaris Rauf, kusho owayengumdlali wePakistan u-Aaqib Javed.
"
sports,"Ipulatifomu enkulu ye-WPL yokwenza i-India ibuye: U-Poonam Yadav Umdlali weDelhi Capitals, onethemba lokuthatha indlela ye-WPL ukuze athole indawo yakhe eqenjini lesizwe, wanezela ukuthi lo mqhudelwano uzothatha ikhilikithi yabesifazane baseNdiya iye ezingeni elilandelayo.
"
sports,"Lapho uHayden ebuza uHarbhajan Singh, ""Injani ikhono lami manje?""Indaba yokuthi uHayden, osindise ukusiza abase-Australia bamanje, wasebenza ngokucophelela ekudubuleni kwakhe i-Test series ka-2001 eNdiya.
"
sports,"UNovok Djokovic utshela uSania Mirza: ""Ngingathanda ukubona izingane eziningi zaseNdiya zithatha ithenisi. 'UDjokovic uthi ufuna ukusebenza enjongweni yokuqeqesha izingane eziningi ukuthi zithathe ithenisi eNdiya.
"
sports,"A mid-table nijabula: At Fortress Anfield, Chelsea ukubheka ukushaya Liverpool Plagued ukulimala, Chelsea futhi Liverpool bazofuna ukukhuliswa okudingekayo njengoba amaqembu ahlose ekupheleni ibhizinisi Premier League.
"
sports,"US Stefanos Tsinzipas onikezwe umsebenzi ongenakwenzeka - ukumisa uNovak Djokovic e-Australian Open Stefanos Tsinzipas uzodinga ukukhonza kwakhe okuqinile futhi isandla ukuba umlilo uma efisa ukulwa noNovak Djokovic, onendlela ephezulu, nemidlalo ye-27 engashaywanga eMelbourne.
"
sports,"IND vs AUS: 'Ngiyabonga ngazo zonke izimpi ezinkulu' - Iqembu lase-Australia linikeza uCheteshwar Pujara ijezi elikhethekile kwi-100th Test yakhe njengesibonakaliso senhlonipho ngomlando wakhe, uPujara wathola ijezi elisayinwe ngukapteni wase-Australia uPatCummins. ijezi elisayinwe yilowo nalowo ongumsebenzi weqembu lase-Australia ohambweni.
"
sports,"I-N Sriram Balaji neJeevan Nedunchezhiyan bafinyelela emzuliswaneni we-2 we-Australian Open N Sriram Balaji noJeevan Nedunchezhiyan manje sebebhekene nobhangqa baseFrance uJeremy Chady noFabrice Martin emzuliswaneni wesibili.
"
sports,"'UBumrah kufanele asebenze lokho afuna ukukudlala, amafomu amafushane noma ama-Test': Isidlaliso sase-Australia uJeff Thomson India ophosa ngokushesha uJasprit Bumrah ulahlekelwe yimidlalo embalwa ngenxa yokulimala emuva.
"
sports,"UJodhpur kungenzeka abe indawo entsha ye-IPL kule sizini I-Jaipur's Sawai Mansingh Stadium iyikhaya le-franchise ye-IPL i-Rajasthan Royals futhi ngesizini ezayo ezodlalwa ngendlela yasekhaya nokuphumula futhi, inhlangano ifuna ukuba nemidlalo embalwa endaweni entsha.
"
sports,"Indebe Yomhlaba Wonke Yabesifazane ye-T20: U-Deepti Sharma uba ngumdlali wokuqala wase-India ukuthola ama-wicket angu-100 we-T20I Ngokwesenzo sika-3/15 ka-Deepti kwi-quota yakhe emine, ukuhlasela kwe-Indian bowling kwakwazi ukushaya i-West Indies ibe yi-118/6.
"
sports,"I-Al Nassr yehlisa ubuhlobo baseChina njengoba Cristiano Ronaldo elimele ngaphambi komdlalo we-Inter Miami I-Al-Nassr ihlelwe ukuthi ibhekane noMessi namaqembu akhe e-Inter Miami emqhudelwaneni wobungani eRiyadh ngoFebhuwari 1.
"
sports,"I-Sudirman Cup ingasho ukuthi i-India ingene kwiklabhu yamandla ka-badminton i-India yenze kahle emicimbini yeqembu yesikhathi sekwephuzile, kepha impumelelo ebholeni elixubekile izohlonipha izinga eliphakeme kakhulu.
"
sports,"Border-Gavaskar Trophy: Lyon, e-Australia abakwazi ukukhokhela iseshini eyodwa embi, uthi Karthik Karthik wengeza nokuthi i-onus yayiseLyon ukuba ephelele. Ngisho nesikhathi esisodwa esibi nge-spinner kungawuthatha umdlalo kude nabase-Australia.
"
sports,"Umdlali webhola lezinyawo waseJapan oneminyaka engama-55 uphawulela i-Olivirense Miura ophendula u-56 ku-26 ungumdlali omdala kunabo bonke ebhola lezemidlalo laseJapan ne-BBC ubike ukuthi i-adventure yakhe entsha ePortugal imele izwe lesithupha lapho edlala khona, kulandela ukupela kwebhola eBrazil, eJapan, e-Italy, eCroatia nase-Australia.
"
sports,"Ubaba u-Arvind kuCheteshwar Pujara: 'Umama wakhe wamfundisa, iqiniso lalinguNkulunkulu' Umama kaCheteshwar Pujara uReena washona esemusha kodwa hhayi ngaphambi kokuba ashade uhlelo lokubaluleka oluzomenza abe yiNdodana yakhe.
"
sports,"Ngicabanga ukuthi kufanele anikezwe elinye ithuba: USunil Gavaskar ubeka emuva uKL Rahul kwi-Test yesibili bedlala ne-Australia IND vs AUS: Omunye owayengumdlali we-India uMadan Lal naye ukhumbule imicabango kaGavrakar wathi uRahul kufanele athole okungenani ithuba elilodwa.
"
sports,"U-Richa ongumdlali oyedwa wase-India kwi-Women's T20 WC Player of Tournament shortlist India yenze ukuphuma kwe-semi-final ngokulahlekelwa ngama-runs amahlanu ngokuhlulwa ne-Australia eneqembu lesihlanu eKapa ngoLwesine.
"
sports,"I-WPL ezobanjelwa eMumbai kusukela ngoMashi 4-26 I-Brabourne Stadium ne-DY Patil Stadium izobamba yonke imidlalo ngokuvulwa komqhudelwano okulindeleke ukuthi kudlalwe phakathi kweGujarat Giants ne-Mumbai Indians franchise.
"
sports,"Ukaputeni weBarcelona Busquets ulimaza i-ankle Umdlali wasesiswini ukhiphe ama-ligaments e-ankle yakhe yangakwesokunxele owenza inselelo ekuqaleni kweSonto lika-3-0 ikhaya lokunqoba iSevilla eyandisa ukuhola kweqembu laseCatalan phezulu emaweni eLaLiga amaphuzu ayisishiyagalombili.
"
sports,"Abalandeli ababuzwe ngamaphoyisa ngamafulegi aseRussia e-Australian Open Tennis Australia akazange anikeze imininingwane, kodwa kuvele ividiyo ezinkundleni zokuxhumana ekhombisa umlandeli ezinyaweni zikaRod Laver Arena ebambe ifulegi laseRussia ngesithombe sikaMongameli Vladimir Putin kuso.
"
sports,"""Bengingeke ngihambisane noVirat noma ngifanise nokuqina kwakhe umqeqeshi wangaphambili wezinkundla u-R Sridhar ukhumbula ingxoxo no-Yuvraj Singh R Sridhar ubhale, ""Ngakusasa u-Yuvi wabamba izimpumputhe ngekhefu elifushane kuHardik Pandya ukuqeda uChris Lynn.Kunokuthile okufanele akusho ngokuzijwayeza ngejubane lomuntu, ngicabanga. ""
"
sports,"Indebe ye-AFC Asian: Akukho migomo futhi akunangqondo, i-India isondela ukuthuthuka okukhulu ngokumelene ne-Syria nemiphumela ewusizo kwenye indawo ukukhuthaza amathemba we-R16 Naphezu kwemidlalo yabo emibili iphela ngokunqoba, i-India isengakwazi ukuthola i-Round of 16 e-AFC Asian Cup.
"
sports,"UBottler ukhungathekile kepha uyaqonda ukuthi kungani abadlali bekhetha ikhilikithi ye-franchise phezu komsebenzi kazwelonke u-Alex Hales, Sam Billings noDavid Willey baphakathi kwabadlali abathathe isinqumo sokweqa uchungechunge oluzayo lwaseBangladesh ngoMashi ukuze bafeze izibopho zabo zekhilikithi ye-franchise.
"
sports,"I-Australian Open 2024: Naphezu kokugxobana ngesiduku kanye nabalingwa abalambile, ingabe ukhona ongavimba uNovak Djokovic ekunqobeni? Izinselele ezincane kanye nesilivimbo esinganyakazi akwanele ukukhipha isimo seSerbia njengesintandokazi esikhulu sokuphakamisa isicoco esiqhubekayo se-11, ne-25th Major, eMelbourne.
"
sports,"Carnage eKapa njengoba i-India iba yiqembu lokuqala ukulahlekelwa ama-wicket ayisithupha ngaphandle kokufaka amagoli kwikhilikithi yama-Test ""Uma othile echitha ekhoneni le-DUMP futhi ebuyile, i-India iphume i-153,"" u-Indian captain, u-Ravi Shastri, uzofingqa le nkinga ekuphawula.
"
sports,"UStuart Broad wase-England ubuyela emuva kwi-Test yeNew Zealand i-England izodlala ama-Test amabili bedlala neNew Zealand eMount Maunganui naseWilton kusukela ngoFebhuwari 16 no-24 ngokulandelana.
"
sports,"I-South Africa ifinyelele kowamanqamu we-Women's T20 World Cup ngokunqoba e-England Umdlalo wehlele ecingweni ngenxa yemizamo ka-Ismail (3/27) noKhaka (4/29), bobabili ababehamba ngomdlandla beshintsha ama-overs.I-England yesicoco ka-2009 yaphela ngama-overs angu-158 ngama-8).
"
sports,"Indlela abazali abanolaka abanikeza ngayo i-India ama-Big Batsmen abo alandelayo - UShubman Gill, uSarfaraz Khan noPrithvi Shaw UShubman Gill, obaba bakaSarfaraz Khan nobaba kaPrithvi Shaw, bonke ababheka amaphupho abo okuthenga ikhilikithi bephukile, babezosebenzisa iningi lamahora abo okuvuka bethe ikhilikithi ezingqondweni zabantwana babo abancane kakhulu futhi abanomthelela.
"
